Unnamed: 0,label,text
40,1,"It's delivered very quickly, thank you Knight, thank you for working in this weather!"
41,1,"Very delicious and delicious, recommended!"
42,1,"Very delicious, fast delivery, continue to choose next time"
43,1,"Soon, very good"
44,1,"Too numb, the green bamboo shoots are a little small, not much rice is given, the potato chips are broken, and I can't find them"
45,1,"Ordered too many times, it tastes very fragrant"
46,1,"The attitude is very good. I just made the wrong address and I ran to me. I didn't show any unwillingness. For the sake of this courier, I wrote a comment"
47,1,"The courier arrived soon! praise! The meat of boiled beef is tender, just spicy and tasty. Not bad, very delicious!"
48,1,"Taste, good, clean and good taste, delivery staff service is very good!"
49,1,"The meal delivery is very fast, good attitude, thank you"
50,1,"Fast delivery, good attitude from the big brother to deliver the meal, thank you"
51,1,"The meal delivery is fast and the attitude is very good, thank you"
52,1,Very good!
53,1,"The courier uncle is very good. Baidu Takeout now has so few discounts, so it really wants to join Ele.me. . . ."
54,1,"I feel that it is not as delicious as in the store. Thanks to the food delivery master, we have to climb the stairs on the sixth floor of our house without an elevator."
55,1,"The restaurant is good, it's delicious"
56,1,"Thank you for your hard work, courier! Thank you very much for rainy days! Give you a thumbs up!"
57,1,"Very good! Fast delivery, a large box is super delicious!"
58,1,"The delivery is very fast, and the delivery staff is also very good"
59,1,"Fast speed, lots of quantity, very fragrant"
60,1,The taste is pretty good! The tableware is very useful! Fast delivery speed!
61,1,The fish tofu has a strange smell and is a little greasy.
62,1,"very good! The first time I used Baidu takeaway, the food delivery was very fast, and the courier was very polite. The dishes are sufficient and the taste is good. Come again next time."
63,1,Taste good!
64,1,"The stuff is OK, but it doesn't taste good in the store"
65,1,Why is the pot bottom 13?
66,1,"Very delicious, very delicious"
67,1,"Very good, the delivery staff is also very good"
68,1,"The amount of dishes was quite sufficient, and I was very satisfied with it, but the cuttlefish balls were not very good, and they had a stinky smell, and the others were delicious."
69,1,"Very delicious, but it ends up being a little oily"
70,1,"It was delivered in an hour and it was delicious, but why didn't I give it to the oyster mushrooms after ordering it?"
71,1,Too much pepper
72,1,"Why didn’t I see sauerkraut stewed with sauerkraut in the pot? Only green bamboo shoots and cavity bones, and green bamboo shoots are not sour."
73,1,Very good to taste. My girlfriend praised the pig's trotters for being delicious. It is not easy during the Chinese New Year. Give me a thumbs up to the courier. Hard.
74,1,"The fried rice is a little oily, but the dishes are still very good"
75,1,The food was delivered in time and the dishes tasted good!
76,1,The meal is quite real and the meal is delivered quickly to a good review
77,1,The Knight's service attitude is very good and the speed is very fast!
78,1,"I have been ordering this takeaway recently, which is quite good and tastes good. The courier is also great!"
79,1,"The amount is a lot, but the taste of the tofu skin of the chili pepper is almost the same. It is not chili pepper, but big sea pepper, and there is no spicy at all!"
80,1,"The taste is pretty good, the braised pork is softer and more perfect!"
81,1,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E5%BF%AB%E9%80%92%E5%91%98%E5%BE%88%E5%A5%BD%2C%E5%8F%88%E5%BF%AB%E5%8F%88%E8%B4%9F%E8%B4%A3 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
82,1,The taste is great and the delivery speed is very fast.
83,1,"Always ordering meals, good reviews"
84,1,"Very good, the delivery guy has a good service, a good attitude, on time, and the food is also good. It's cold, I like it"
85,1,Very delicious and very fast
86,1,"Delicious, the delivery staff has a good attitude."
87,1,"Not bad, delicious! Very fast delivery"
88,1,"Fast and good, the guy has a good attitude, good reviews"
89,1,"It was raining, the guy even delivered it in advance. It was so hard, good reviews"
90,1,"Very good, very good service attitude"
91,1,Very good delivery staff
92,1,"Not bad, delicious, I haven't finished eating it, and I will visit you!"
93,1,"Fried pork is really not Hunan fried pork. Frankly speaking, the fried pork is too old and not recommended. Good duck head"
94,1,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E7%89%B9%E5%88%AB%E5%AE%9E%E5%9C%A8%EF%BC%8C%E5%AE%9E%E6%83%A0%EF%BC%8C%E9%87%8F%E5%A4%A7%EF%BC%8C%E8%89%AF%E5%BF%83%E9%A4%90%E5%8E%85%E3%80%82%E5%91%B3%E9%81%93%E4%B9%9F%E4%B8%8D%E9%94%99 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
95,1,"Very good, the dishes are good and cheap~~~"
96,1,"The water spinach is a little less, the soup is good"
97,1,Very delicious but too little food
98,1,"I gave it very quickly today, good reviews"
99,1,"The delivery time is quite accurate, but I am not familiar with the road~ Is that OK~"
100,1,I've been obsessed with kumquat and lemon tea recently!
101,1,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E6%9C%8D%E5%8A%A1%E6%80%81%E5%BA%A6%E4%B8%8D%E9%94%99%EF%BC%8C%E9%AA%91%E6%89%8B%E8%BE%9B%E8%8B%A6%E5%95%A6~ (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
102,1,Good taste and good service attitude Thank you
103,1,"It's so fast today, I feel like I've just placed an order hahaha"
104,1,"Delivery is fast, please like it~"
105,1,very good. The delivery is also very fast. Great!
106,1,Good service is to get used to the fast delivery of Baidu
107,1,The taste is good and the others cannot be more than I like
108,1,Delivery fees are getting more and more expensive! ! ! !
109,1,"Very good attitude, fast speed and great taste!"
110,1,"Good to drink, not expensive, it's very popular hahahaha"
111,1,Thank you for your hard work by courier
112,1,"Express delivery is timely, very convenient and very good"
113,1,"Very good service, will order next time"
114,1,"Not bad, just decide 1 from their family! ! ! ! ! ! !"
115,1,"Delivered in time, the drink is delicious"
116,1,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E4%B8%8D%E9%94%99%E5%95%8A%E3%80%82%E5%BF%AB%E9%80%92%E5%BE%88%E5%BF%AB%EF%BC%8C%E5%A5%B6%E8%8C%B6%E4%B9%9F%E8%BF%98%E8%A1%8C%E3%80%82 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
117,1,soon. . Pudding milk tea is delicious
118,1,"It's super delicious, the courier is very enthusiastic and fast..."
119,1,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E6%8C%BA%E5%A5%BD%E7%9A%84%2C%E6%8C%BA%E5%A5%BD%E5%96%9D%E7%9A%84%2C%E4%B8%8D%E9%94%99 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
120,1,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E5%A5%BD%E5%96%9D%EF%BC%8C%E4%B9%9F%E6%B2%A1%E6%9C%89%E6%BC%8F%E3%80%82%EF%BC%8C%EF%BC%8C%EF%BC%8C%EF%BC%8C (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
121,1,"The knight is very good, like one, very polite, thank you for your hard work!"
122,1,"Satisfied, very fast."
123,1,Taste is great! Thank you for your hard work delivery!
124,1,"Regular order, especially delicious, and the express delivery is very good."
125,1,Thank you for your hard work in the cold weather.
126,1,Super fast! The milk tea is as delicious as ever!
127,1,"The delivery is fast, thank you for such a cold weather"
128,1,The deliveryman's name is the same as ours
129,1,Great service attitude and great drinks!
130,1,"In such a cold and windy weather, the milk tea that I had waited for a afternoon finally arrived and had changed from hot to cold. But thanks to the Knights for their professionalism!"
131,1,"Windy days are not easy, very good"
132,1,"Order at 7:30 and delivered at 9:00. It is understandable that it is cold today, and the delivery attitude is also very good. Although I have been waiting for a long time, I still have a good review."
133,1,"The courier is very good, it is not easy to be cold and naive"
134,1,"Thank you very much, so it is a troublesome to wait in a naive way. Although I waited for a while, I still appreciate it"
135,1,"Thank you for your hard work, the service is very good"
136,1,I have been drinking Happy Lemon for several years. I have the first time I have eaten cookie milk tea. I personally think it is not good to drink. I still prefer tea ice drinks. I like the delivery staff. It's the winter.
137,1,I've always been very satisfied~ The Knight is also great~
138,1,"It's great to give this, thank you for your hard work in delivering it to me"
139,1,"The delivery is fast, thank you for such a cold day"
140,1,"Delicious, it was delivered quickly on Baidu, thank you very much"
141,1,The taste as always I like
142,1,"The deliveryman has a good attitude! Thank you very much, thank you for your hard work"
143,1,Big brother is very enthusiastic! Not bad! Good reviews
144,1,Grand Slam milk tea! Super big cup!
145,1,"I was so busy today that I forgot to give me half candy, and I hope I won’t forget it next time."
146,1,"The express delivery attitude is very good, thank you for the hard work in the cold weather."
147,1,"Very fast, very good taste, very good"
148,1,"The knight master is very good, and his attitude is very good"
149,1,"Good service attitude, fast speed, worthy of praise"
150,1,"The master is very good, and the gift is super fast"
151,1,"It was delivered very quickly, and the master was very friendly."
152,1,Very good! It's still hot when delivered!
153,1,Very satisfied! Delivery is fast!
154,1,Hundreds of thousands of likes! None of the best drinks!
155,1,"Baidu Knight service is very good, all five points are good"
156,1,"Very good, very good, very fast, delicious"
157,1,"Always like his stuff, it tastes good and cheap"
158,1,"Not bad, the courier is also very capable"
159,1,The drinks are delicious and the delivery is very fast.
160,1,Rock Salt Cheese Green Tea must be ordered for each order
161,1,"As always, fast and good! Every week I buy Happy Lemon Home Milk Tea on Baidu Takeaway. The food is fast, the milk tea is delicious, great, happy~"
162,1,"The courier is fast and the service is good, thank you for your hard work!"
163,1,"I am really touched when I am still giving it to you at 9pm on New Year's Day. I have always liked Lemon Boy. The cake pearls are very delicious, and the salt rock cheese with pearls is great"
164,1,Very good very quickly support! ! !
165,1,"Baidu Knight is very powerful, and milk tea is a classic. Everyone loves to drink it."
166,1,"Very delicious, I really like this drink, my guy delivers the meal very quickly"
167,1,The delivery guy is very good! How delicious is Yakka delivered very quickly!
168,1,I'm so handsome to give it to you! ! ! !
169,1,Super powerful knight! The drink is delicious!
170,1,"Always delicious, this one is delicious"
171,1,It's delicious and delivered very quickly. I like to use Baidu takeaway the most!
172,1,I like every one very much! Will continue to visit
173,1,"Very delicious, always liked, pudding is delicious"
174,1,"The delivery attitude is very good, more than 20 minutes in advance, and the delivery is very fast. Baidu delivery is reliable! , Milk tea is as delicious as ever, great~"
175,1,"Hehe, it's good, it's good"
176,1,"The first time I bought a smoothie, it tastes really good! like"
177,1,The master is very good! Super serious delivery
178,1,The delivery guy has a good attitude and is very hard-working.
179,1,"very good! Delivery is very fast! It’s much better than Meituan and Hungry, so I’ll buy it here in the future!"
180,1,"It was delivered very quickly. I like Baidu Takeaway, I really like it!"
181,1,I'm sorry to order takeout under such bad weather. Thank you for your hard work
182,1,"Taro balls are not sweet ~ I hope they are sweeter next time, it really doesn't taste much"
183,1,Although it's a little slower. But understandable |
184,1,"OK OK OK OK! Like, like, like! Good attitude and fast speed!"
185,1,Very fast ~ Thank you for your hard work ~ very delicious
186,1,"The master is very good, the service is very good, and the delivery is fast ~ good reviews"
187,1,"It’s a big smog, thank you for your hard work in sending me off! Pay attention to your health when it’s cold!"
188,1,It’s just that the delivery guy forgot to get a straw for me... everything else is great.
189,1,"Very fast, good, and the milk tea is delicious."
190,1,The master is very good and the service is very enthusiastic!
191,1,"The delivery staff is very good. , fast speed, great attitude"
192,1,"It is recommended to pay for another loan of Dalian Cocoa to distinguish it from Yanyan. , overall satisfied! Baidu, I support you! Thank you for your hard work on smog days! Baidu must send them masks, it’s not easy!"
193,1,"The delivery staff is very welcoming, it's delicious, thank you"
194,1,"The guy has a good attitude, both drinks are very good"
195,1,It's so good that I can deliver it so quickly without an elevator in my house.
196,1,"Thank you for your hard work as the delivery staff, the milk tea is delicious..."
197,1,The master's service is very good. The speed is very fast.
198,1,Baidu Knight will be delivered soon! good
199,1,"It would be great if you have a hot drink, but not enough to drink a medium drink"
200,1,"Order two cups every now and then, and it tastes good! Thank you for your hard work as a deliveryman!"
201,1,"Well, the delivery master is still very responsible!"
202,1,"Fast speed, good service, must like one"
203,1,"Not bad, delivery is quick and tastes good"
204,1,"I like it, I drink it every day, but I forgot to give me half sugar yesterday"
205,1,Baidu Knight is the most awesome x! ! ! ! !
206,1,"Very good, very fast"
207,1,"Pineapple is too sweet and lemons are not very good, but the Grand Slam is as good as ever"
208,1,Thank you for your hard work! The milk tea tastes good!
209,1,I like drinking his drinks very much! Thank you guy for delivering the meal in a cold weather!
210,1,"Very good, thank you for your hard work"
211,1,"Super delicious, almost old... The deliveryman has a good attitude! praise!"
212,1,It's so fast... very delicious. Keep working hard
213,1,Very fast delivery and very good attitude.
214,1,"The speed is very fast, and the milk tea will not be sprinkled out even if it is sealed."
215,1,"I like it very much, I have drunk four times a week. Favorite hand-squeezed lemon green"
216,1,"I often ordered this drink at work, which was delicious, and the food delivery master was fine."
217,1,The courier is very kind and worked hard. He ran twice because of the food being damaged. Thank you!
218,1,Very good. I drink it every day now. A cup of lemon green tea in the afternoon refreshes the mind
219,1,like. Will be there tomorrow. ! !
220,1,"Good reviews, the delivery speed is super fast, it's hard for this smog day~"
221,1,"Thank you for your hard work, the food delivery staff filled in the wrong address and went there again in vain. Thank you for your hard work! Very good service attitude!"
222,1,"Have changed my taste and tasted it, I don't know if there has been any progress"
223,1,The best milk tea and the most powerful courier.
224,1,"It's super delicious, the courier is very good."
225,1,"It is very delicious and often ordered, and the courier is very good."
226,1,Like it! Adding red beans tastes better!
227,1,"It tastes good, but tonight we are a little sugar-free, and it feels sour. Friends who are losing weight are reminded to order half of the sugar"
228,1,The courier is very good. The milk tea is great!
229,1,Very delicious and timely delivery. . . . .
230,1,"The food delivery staff has a good attitude! Thank you for your hard work! Milk tea tastes great, who makes me drink it almost every day..."
231,1,"I have been ordering these days, and today I ordered a few cups for my friends and they all praised them! praise!"
232,1,"Thank you so much! Thank you for your hard work, Knight Chen!"
233,1,Delicious! The taste is amazing! The delivery staff is also very on time!
234,1,"Much earlier than the reminder above. , very fast"
235,1,It tastes good and has been drinking for several days!
236,1,All are great and will continue to support it.
237,1,"Ordered three times, it was delicious and delivered very quickly"
238,1,Taste is super great! The food delivery staff is very hard to have a cold weather! Awesome!
239,1,Delicious! Taste good! The food delivery is also very fast!
240,1,"I like it very much and it tastes good, thank you for your hard work!"
241,1,"On this heavy snowy day, the courier is very capable! Thank you for your hard work"
242,1,"OK, not bad, the express delivery is also very fast"
243,1,Delicious! The courier is so rainy and it is delivered very quickly! Look at his wet! Thank you! ! !
244,1,Very good and very fast.
245,1,"The master's attitude is very good, so heartwarming, so praise"
246,1,"It's a cold day, the courier is enthusiastic, on time, hard work, thank you very much"
247,1,The red bean pudding milk tea is too sweet. Roasted pearls are always delicious
248,1,"It's quite fast~, and it tastes good. praise"
249,1,All are delicious. Baked pearls are especially delicious
250,1,"Delicious, timely, and often book, I hope the discount will be greater"
251,1,Baidu Knight is very punctual and has a very good attitude!
252,1,The courier has a good attitude and a very fast speed
253,1,"The taste is very good, but the hand slips into ice, tragedy"
254,1,"Very good, thanks to the chef who delivered the meal"
255,1,"Ten minutes earlier than the expected time, with a good attitude, like it!"
256,1,The courier guy is very enthusiastic. Very good!
257,1,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E5%8F%AF%E6%83%9C%E4%B8%8D%E8%83%BD%E6%9B%B4%E6%94%B9%E6%9D%AF%E5%9E%8B%EF%BC%8C%E5%8F%88%E6%89%80%E6%9C%89%E8%AE%A2%E5%8D%95%E4%B9%9F%E4%B8%8D%E9%BD%90%E5%85%A8 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
258,1,"It's a cold weather, thank you for your hard work in the delivery staff"
259,1,"Very delicious, thank you very much on snowy days"
260,1,. The deliveryman spoke very nicely. . . . . .
261,1,"Delivery is fast, delivery is fast"
262,1,"It's too fast, you're flying over to deliver the food..."
263,1,"The big sister is so happy to deliver food, very enthusiastic, five-star! praise"
264,1,Delivery is fast! It's still hot to deliver! very good
265,1,Drink almost every day! …………
266,1,The courier is very good... Thank you
267,1,Hot drink with pearls.
268,1,Baidu's delivery has given a small gift! Very happy! An unexpected surprise!
269,1,"The drink tastes great, and it's perfect for delivery~ The delivery brother is very good at providing a good service and is enthusiastic about helping to find change"
270,1,The service was excellent! I also gave it to suck it! Ha ha
271,1,Delicious. . Fast speed. . .
272,1,Very convenient! on time! very good!
273,1,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E5%A5%B6%E8%8C%B6%E5%A5%BD%E5%96%9D%EF%BC%81%E9%80%81%E9%A4%90%E5%87%86%E6%97%B6%EF%BC%8C%E5%88%B0%E7%9A%84%E6%97%B6%E5%80%99%E8%BF%98%E6%98%AF%E7%83%AD%E4%B9%8E%E4%B9%8E%E7%9A%84%EF%BC%81 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
274,1,"The milk tea is super delicious, I have been drinking it many times"
275,1,His milk tea is super delicious. . .
276,1,"The milk tea is super delicious, recommended."
277,1,Super delicious milk tea. . .
278,1,Very fast delivery! !
279,1,"Very fast, 32 likes, great service"
280,1,"Very easy to deliver, very quickly, still hot."
281,1,Arriving on time is so powerful!
282,1,Very fast. And I was patient and waited if I couldn't find the key. He also comforted me and said he was not in a hurry. Very good person. The stuff is delicious. Will buy it next time
283,1,Special thanks to the courier! It is delivered on time in such a strong wind! Thank you for your hard work... Thank you!
284,1,"The speed is very fast, and the only disadvantage is the inexplicable failure of the first order. . ."
285,1,Very delicious! Drink every day ~~
286,1,Good delivery and good attitude
287,1,The master is very good and the delivery speed is very fast.
288,1,Great Knight! ! ! ! !
289,1,"Not bad, I still can't get used to drinking green tea. . . Milk tea is praised"
290,1,The guy is handsome and has a good attitude.
291,1,"Soon, no, I must praise it"
292,1,"Soon, it's delicious, good"
293,1,Very good delivery guy
294,1,"The milk tea is very delicious, and the courier is also super good! Thank you for your hard work."
295,1,"Passionate service! I forgot a cup when ordering, and called the courier and helped me bring a cup!"
296,1,"Efficient, very good"
297,1,enthusiasm! Fast speed!
298,1,Super fast! Very enthusiastic service
299,1,"Super fast, super good delivery staff"
300,1,Very happy soon
301,1,Good discounts
302,1,Very convenient! very good!
303,1,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E6%9D%AF%E5%AD%90%E5%9D%8F%E4%BA%86%2C%E4%B8%8D%E8%BF%87%E9%A5%AE%E6%96%99%E6%B2%A1%E5%87%BA%E6%9D%A5%2C%E5%85%B6%E4%BB%96%E9%83%BD%E5%8F%AF%E4%BB%A5 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
304,1,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E8%B5%B6%E4%B8%8A%E9%9B%A8%E6%9C%80%E5%A4%A7%E7%9A%84%E6%97%B6%E5%80%99%EF%BC%8C%E5%A4%96%E5%8D%96%E5%B0%8F%E5%93%A5%E5%BE%88%E4%B8%8D%E5%AE%B9%E6%98%93 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
305,1,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E9%9D%9E%E5%B8%B8%E9%9D%9E%E5%B8%B8%E5%A5%BD%EF%BC%81%E6%9C%8D%E5%8A%A1%E8%B6%85%E7%BA%A7%E8%B5%9E%EF%BC%81 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
306,1,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E9%9D%9E%E5%B8%B8%E6%84%9F%E8%B0%A2%E7%99%BE%E5%BA%A6%E5%A4%96%E5%8D%96%E7%9A%84%E6%9C%8D%E5%8A%A1%EF%BC%8C%E5%A4%A7%E5%93%A5%E5%9B%A0%E4%B8%BA%E6%89%BE%E4%B8%8D%E5%88%B0%E5%9C%B0%E6%96%B9%E9%A5%B6%E4%BA%86%E5%A4%A7%E5%8D%8A%E4%B8%AA%E5%9C%88%E3%80%82 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
307,1,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E9%80%9F%E5%BA%A6%E5%BF%AB%E6%85%8B%E5%BA%A6%E5%A5%BD (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
308,1,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E2%9D%80%E2%9A%98%E9%80%81%E0%BC%B5%E6%9D%A5%E0%BC%B5%E4%B8%8D%E0%BC%B5%E6%98%AF%E0%BC%B5%E5%BE%88%E0%BC%B5%E5%87%89%E0%BC%B5%E4%BA%86%E0%BC%B5%E4%BD%86%E0%BC%B5%E5%91%B3%E0%BC%B5%E9%81%93%E0%BC%B5%E8%BF%98%E0%BC%B5%E6%98%AF%E0%BC%B5%E4%B8%8D%E0%BC%B5%E9%94%99%E0%BC%B5%E7%9A%84%E0%BC%B5%E2%9A%98%E2%9D%80 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
309,1,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E8%BF%98%E6%98%AF%E9%82%A3%E4%B8%AA%E5%91%B3%E9%81%93%2C%E9%83%BD%E5%BE%88%E5%96%9C%E6%AC%A2 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
310,1,Drink almost every day
311,1,Marbles and taro balls are delicious
312,1,"I buy pearl milk tea every time, it is delicious and the delivery speed is fast! Recommended to buy"
313,1,"The delivery is super fast, and the delivery staff is very hard. Happy lemons have always loved to drink"
314,1,"The milk tea is very delicious, and the courier is very good too"
315,1,Error: Response ended prematurely
316,1,The food delivery maker is very good! What a big drink! I am so surprised!
317,1,"It's good to beat ~, click often ~"
318,1,"The master is very fast, good reviews!"
319,1,The delivery guy is funny
320,1,"Error: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
321,1,"Enjoy the coolness without leaving home, thank you, courier~"
322,1,Fast speed and good service attitude
323,1,Delivery is fast
324,1,"I've ordered several times, it's really delicious"
325,1,"The speed is very fast, my daughter's rock salt cheese cocoa is a bit salty haha, my Grand Slam is still quite good!"
326,1,"Very good, very good express delivery"
327,1,"I buy a few cups every day, the express delivery is great"
328,1,"Delicious, fast, worthy of praise"
329,1,"The taste is very good, the delivery staff is also very good, very good, I will come again in the future"
330,1,As good as ever
331,1,The boy is cute—v—
332,1,Very fast and warm reminder!
333,1,Remember to bring enough change next time
334,1,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E5%A5%B6%E8%8C%B6%E5%BE%88%E5%A5%BD%E5%96%9D (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))"
335,1,It was delivered very quickly~ it tasted good
